,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Country
232,Planys Technologies,manufacturing,series a,2049369,Chennai,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,India
233,HealthPlix,fitness,series a,3000000,Bengaluru,HealthPlix is a healthtech startup,2018,India
234,dishq,fintech,seed,400000,Bengaluru,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,India
235,Entropik Technology,artificial intelligence,seed,1100000,Bengaluru,The boundaries between Human and Machines are shrinking fast.,2018,India
236,myHQ,collaboration,series a,500000,Delhi,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,India
237,Trell,fintech,seed,1250000,Bengaluru,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,India
238,Kidovators (by GyanLab),big data,seed,180000,Bengaluru,Building future human capital through 21st Century Skills programs for K-12,2018,India
239,Log 9 Materials,nanotechnology,seed,438524,Uttar pradesh,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,India
240,VTION,analytics,seed,280655,Gurgaon,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,India
241,HousingMan.com,fintech,seed,1505599,Bengaluru,"New Apartments, Flats for Sale in Bangalore",2018,India
242,Steradian Semiconductors,fintech,seed,1600000,Bengaluru,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,India
243,RupeeCircle,financial services,seed,584699,Mumbai,RupeeCircle is a new age finance company.,2018,India
244,Wooden Street,e-commerce,series a,1000000,Jaipur,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,India
245,The Ken,digital media,series a,1500000,Bengaluru,The Ken is India’s first subscriptions-only business news site,2018,India
246,SaffronStays,fintech,seed,2000000,Mumbai,SaffronStays connects travellers to India's Incredible hosts.,2018,India
247,Vebbler,file sharing,seed,1600000,Bengaluru,A personal network for close people,2018,India
248,Foyr,home decor,series a,4200000,Pune,"Foyr.com is India's first online, automated interior designer",2018,India
249,MEngage,health care,seed,175000,Jaipur,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,India
250,Inner Being Wellness,fintech,angel,511611,Hyderabad,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,India
251,Kobster,e-commerce,seed,1600000,Chennai,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,India
252,Wishberry,crowdfunding,series a,1461747,Mumbai,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,India
253,McXtra,finance,seed,1300000,Andheri,McXtra is a digital insurance broking startup.,2018,India
254,Magic Crate,children,seed,1600000,Bengaluru,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,India
255,SmartVizX,software,seed,1450000,Noida,It is a Virtual Reality Solutions StartUp,2018,India
256,MySEODoc,fintech,seed,1600000,Delhi,"SEO, PPC, Search Engine Marketing, Social Media Optimization, Content Marketing, Brand Reputation Management",2018,India
257,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,fintech,seed,2923,Pune,Digital Marketing Agency,2018,India
258,Scale Labs,fintech,seed,1000000,Delhi,Scale Labs is a cross border e-commerce solutions provider that drives global trade for brands.,2018,India
259,HungerBox,b2b,series a,4500000,Bengaluru,HungerBox is a full stack B2B F&B technology company delivering food solutions for the corporates in India.,2018,India
260,Biryani By Kilo,catering,seed,1000000,Noida,BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients.,2018,India
261,Wholesome Habits (EAT Anytime),food and beverage,seed,500000,Mumbai,Wholesome Habits (EAT Anytime) is a healthy snacks Company.,2018,India
262,GoBumpr,automotive,seed,600000,Mylapore,Car Service and Bike Service Mobile App,2018,India
263,Fixpocket,computer,seed,250000,Ahmedabad,Fixpocket is a internet-based startup.,2018,India
264,edureka!,android,series a,2000000,Bengaluru,"Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",2018,India
265,Hashtag Loyalty Private Limited,analytics,seed,1600000,Mumbai,Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,2018,India
266,Wow Express,delivery,series a,4500000,Mumbai,"WOW, as customers react to his studiously taught, trained, polite and courteous nature.",2018,India
267,ZunRoof,environmental consulting,angel,242650,Gurgaon,ZunRoof is a rooftop focused solar startup.,2018,India
268,Eggoz,food and beverage,angel,175410,Indore,Eggoz is a full-stack layer poultry business operator & service provider .,2018,India
269,Sqrrl Fintech,big data,seed,1000000,Gurgaon,Personal Finance,2018,India
270,GalaxyCard,finance,seed,1600000,Noida,GalaxyCard is a mobile based Instant credit card.,2018,India
271,IndiQube,commercial real estate,series a,15000000,Bengaluru,IndiQube is a provider of co-working spaces based in Bengaluru.,2018,India
272,EGK Foods,food and beverage,seed,292349,Mumbai,A food processing enterprise registered with StartUp India .,2018,India
273,NirogStreet,apps,seed,300000,Gurgaon,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2018,India
274,Pixr8,digital media,seed,50000,Ghaziabad,Pixr8 is a global media platform dedicated to Start-ups and business organisations for promoting entrepreneurship work.,2018,India
275,Nivesh.com,finance,seed,438524,Noida,Nivesh.com is a mass market mutual funds investment platform.,2018,India
276,Theranosis Life Sciences,biotechnology,seed,1600000,Hyderabad,A fully functioning cell culture facility and molecular biology setup.,2018,India
277,Poshmiles Online Solutions Private Limited,travel,seed,1600000,Bengaluru,Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget & interest.,2018,India
278,Reculta,education,seed,1600000,Noida,A campus recruitment solution provider.,2018,India
279,Orbo.ai,internet,seed,1600000,Mumbai,Orbo is a computer vision and deep facial technology company.,2018,India
280,Inntot Technologies,consumer electronics,seed,1600000,Kochi,"Inntot Technologies, is a technology driven company.",2018,India
281,Zoctr Health,apps,seed,1600000,Powai,Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,2018,India
282,Hey Deedee,delivery service,seed,482376,Mumbai,Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,2018,India
283,DigiConnectt Technologys,information services,seed,125000,Bengaluru,A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness .,2018,India
284,Locus.sh,big data,series a,4000000,Bengaluru,Locus is an intelligent logistics automation platform.,2018,India
285,Sports Flashes Pvt. Ltd,basketball,seed,1000000,Delhi,"Sports Flashes operates a sports content app that provides sports news, live scores, fantasy gaming, expert views, trivia, and more.",2018,India
286,Inc42,media and entertainment,seed,1600000,Delhi,Inc42 is one of the leading tech media publications of India.,2018,India
287,Picxy,internet,seed,130000,Guntur,"A stock photo startup based in Amravati, Andhra Pradesh.",2018,India
288,Huddle,consulting,seed,300000,Haryana,A coworking incubator Company.,2018,India
289,Benepik,human resources,seed,1600000,Gurgaon,HR Technology start-up.,2018,India
290,Cash Suvidha,finance,seed,1000000,Delhi,Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India.,2018,India
291,Smartcoin,big data,seed,2000000,Bengaluru,Providing financial access to the millions of mobile users in India using alternative credit assessment,2018,India
292,Carmel Organics,agriculture,series a,1600000,Indore,"Carmel Organics is an India-based herb company engaged in sourcing, processing, and distributing herbal tea ingredients.",2018,India
293,Roadcast,fintech,angel,250000,Delhi,Transforming the way businesses deliver. Work-force & fleet mobility tools.,2018,India
294,Printline Media(ThePrint),digital media,seed,510150,Delhi,A digital news platform.,2018,India
295,Creditas Solutions,financial services,seed,1600000,Gurgaon,Creditas was set-up in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers.,2018,India
296,UrbanPiper,software,seed,1600000,Bengaluru,UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence.,2018,India
297,Doxper,health care,seed,1052458,Mumbai,Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information,2018,India
298,i2ifunding,crowdfunding,angel,730873,Noida,i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,2018,India
299,ShakeDeal,b2b,seed,1600000,Bengaluru,Home of B2B Commerce,2018,India
300,HelloVerify,fraud detection,seed,1600000,Noida,HelloVerify is an online background check platform.,2018,India
301,Fasal,agriculture,seed,120000,Bengaluru,Climate Smart Precision Agriculture Platform,2018,India
302,CoinGeto,cryptocurrency,seed,1754096,Delhi,CoinGeto is one of India’s most advanced digital assets exchange.,2018,India
303,Avail Finance,finance,series a,17200000,Bengaluru,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2018,India
304,Tripeur,information technology,seed,600000,Bengaluru,Radical Travel Automation - Cloud Based Corporate Travel & Expense Management Software,2018,India
305,Wedeterna,wedding,angel,1600000,Bengaluru,"Wedeterna is a new-age, personalised and fresh approach to arranged marriages, DIY matrimonial community with only self created profiles.",2018,India
306,Stumagz,digital media,seed,1600000,Hyderabad,Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult.,2018,India
307,Doubtnut,e-learning,seed,511611,Gurgaon,Gurgaon based E-learning platform.,2018,India
308,MCaffeine,consumer goods,seed,467759,Mumbai,MCaffeine is India's First Caffeine Infuse Personal Care Brand. It's an extension to the hyperactive lifestyle and individualistic identity.,2018,India
309,TrustCheckr,information technology,angel,100000,Bengaluru,A Bengaluru-based fraud analytics solution provider .,2018,India
310,HealthAssure,fitness,seed,1000000,Mumbai,HealthAssure provides access to Discounted & High Quality primary care medical network.,2018,India
311,Picture TIme,digital entertainment,seed,3654367,Delhi,Operator of low-cost mobile cinema theatres in rural areas.,2018,India
